sounding	look	3.1
sounding	measurement	3.2
space	location	5.5
space	put	1.3
space	world	4.7
spiral	coiled	5.4
spiral	helix	6.1
splash	noise	2.6
spread	discharge	1.6
spread	disparity	1.9
spread	dispersion	6.6
spread	distributed	5.85
spread	move	4.1
square	angular	3.95
square	lawful	0.4
square	number	0.9
square	polygon	3.4
square	shape	5.5
stalls	compartment	4.9
stalls	livery	2.05
star	have	0.7
star	path	2.2
start	beginning	8.9
start	get	1.5
start	match	5.1
start	set	0.5
start	year	1.8
stated	propose	5.2
stick	limb	3.6
stick	move	1.0
still	photograph	2.2
still	silence	4.0
stock	egg	0.3
stock	growth	1.1
stock	life	0.4
stock	market	4.7
stock	merchandise	3.4
stocks	framework	3.3
stove	heater	7.11
street	avenue	6.65
street	block	0.9
street	children	1.4
street	place	6.0
street	side	3.0
striking	conspicuous	4.1
striking	crash	3.0
striking	impressive	4.0
string	add	4.65
string	arrange	1.05
string	fingerboard	3.4
stroke	hospital	3.9
stroke	strike	2.6
student	professor	4.2
study	examination	6.9
study	learning	7.1
study	review	6.7
submarine	sandwich	0.1
subordinate	dog	1.47
subordinate	insubordinate	4.55
subordinate	under	2.4
subordinate	word	3.3
substance	part	2.2
succeeding	pass	2.2
suffering	enjoy	5.8
suffering	experience	3.3
suffering	pain	8.0
sugar	approach	1.95
sugar	beet	5.35
sugar	wood	1.5
summer	drought	1.7
summer	nature	3.5
summer	solstice	5.85
summer	time	3.8
sun	lie	0.9
sun	sunburst	4.95
surface	bubble	4.55
surface	horizontal	5.0
suspension	lapse	3.5
sway	power	4.25
tableware	cutlery	6.5
team	group	8.5
team	group	6.3
team	string	0.7
telephone	call	5.8
telephone	communication	3.9
television	broadcasting	7.4
television	color	2.5
television	film	4.6
television	radio	4.7
telling	inform	9.0
telling	narration	8.0
telling	warning	4.05
tennis	point	1.9
term	referent	2.0
term	tenure	7.2
territory	africa	4.5
territory	kilometer	5.8
terror	fear	7.75
terror	person	1.1
theater	box	3.85
theater	communication	2.45
theater	history	0.5
thing	situation	3.2
things	situation	1.9
think	expect	5.4
ticket	pass	2.8
ticket	tag	3.2
tiger	animal	1.9
tiger	carnivore	7.4
tiger	cat	6.6
tiger	fauna	5.0
tiger	feline	3.9
tiger	organism	2.2
tiger	person	2.3
tiger	zoo	1.4
tool	implement	5.6
tool	means	6.7
topping	pass	2.4
tops	crown	3.5
tops	pass	3.16
touched	hit	3.1
touching	perceive	4.2
touching	stroke	4.24
touching	stroke	3.7
tournament	universe	1.6
trace	mark	2.5
trace	support	2.3
trading	short	1.4
trading	traffic	2.7
traffic	commerce	1.5
traffic	trade	5.6
traffic	trade	0.5
train	car	5.55
travel	activity	1.2
travel	gravitation	1.7
travel	tour	6.55
travel	walk	4.75
treatment	dealing	4.4
treatment	recovery	5.2
trench	approach	1.3
trick	deceive	8.0
trick	shift	0.7
troops	daze	0.5
troops	hostile	2.7
troops	march	5.5
trouble	perturbation	3.0
trouble	point	2.7
twist	development	2.1
twist	interpretation	2.7
twist	move	4.0
type	adult	0.2
type	identify	1.3
type	kind	8.45
type	version	6.65
type	write	7.3
uniform	jump	2.6
upgrade	better	5.35
upset	afflict	3.2
upset	agitation	6.65
upset	disturbance	5.5
upset	touch	0.6
upset	troubled	8.6
use	application	6.4
use	consume	8.3
used	use	6.65
use	functional	2.9
use	out	1.6
usual	familiar	5.2
variation	activity	1.9
variation	change	5.15
vector	line	1.7
vector	radius	3.6
victim	emergency	1.5
victory	ending	3.1
video	videotape	4.2
viewer	serial	2.4
violate	drop	2.4
virtuoso	musician	5.35
vision	imagination	6.2
vodka	brandy	2.45
vodka	gin	6.9
vodka	screwdriver	6.7
void	invalid	5.9
void	nonexistence	5.7
void	validate	1.8
volunteer	act	2.7
volunteer	inform	3.75
volunteer	worker	4.9
voyage	journey	9.05
voyage	water	2.1
waking	sleeping	5.8
walking	accompany	1.5
walking	locomotion	6.7
walking	wade	4.7
wandering	about	2.5
wandering	stray	8.2
wandering	travel	6.4
war	battle	9.08
war	hostility	5.6
warning	example	1.6
warning	strategic	2.05
war	peace	6.0
war	troops	7.2
wash	color	1.9
wash	laundering	4.0
wash	serve	1.9
wash	shampoo	5.1
water	lake	5.95
water	perspiration	3.5
water	seepage	3.9
water	supply	2.2
water	wet	5.16
ways	shipyard	2.4
weak	diluted	5.1
weakening	decrease	4.6
weakening	transformation	2.45
weak	flimsy	5.0
wealth	abundance	6.8
weapon	mass	1.2
weapon	persuasion	4.4
weapon	secret	0.8
weather	forecast	4.8
weather	precipitation	5.35
welsh	brythonic	4.7
wet	dry	7.3
wet	wetness	8.05
white	bleach	5.1
white	light-skinned	5.7
white	woman	0.5
wine	dark	1.9
wine	delaware	0.1
withdrawal	bank	3.85
withdraw	retrograde	3.7
woman	female	9.0
wood	forest	2.8
wood	growth	0.9
woodland	silva	2.2
wood	red	2.0
word	similarity	1.95
word	statement	1.5
workings	drive	2.5
workings	excavation	2.9
workings	mechanism	7.9
world	chow	0.6
world	order	1.5
worst	evil	6.4
worst	poor	2.5
worst	result	2.4
wounded	people	1.4
wrong	false	8.45
wrong	improper	7.6
wrong	injury	1.8
year	y2k	4.3
yielding	assent	1.1
yielding	change	2.9
yielding	open	3.3
zoo	facility	3.6
hard	zoo	0.4
commerce	undertaking	1.7
enthusiasm	effort	1.7
claim	chemistry	1.3
subculture	rock	3.3
bank	smell	1.0
standing	siphon	0.3
seaplane	answer	0.0
mosaic	industry	1.4
advice	retail	1.5
smoking	blowing	3.2
follow	recital	2.0
boy	deepening	1.2
holder	plan	3.5
subordinate	system	1.5
movie	credence	0.1
bundle	deceive	0.9
sugar	building	0.1
attitude	directorate	3.7
journal	gallery	3.3
short	clothes	3.0
morality	overlook	1.4
lesson	explanation	4.6
tableware	communications	3.4
trouble	happening	2.3
room	obvious	0.7
pile	boy	1.4
defeating	reverse	2.2
relearn	noon	1.0
precedent	ration	3.72
express	anagram	1.3
fiction	insane	2.15
awake	rose	2.7
sounding	conclusion	5.3
lamb	number	1.4
fingerprint	football	0.5
arpeggio	paper	2.05
commit	damask	0.6
mutiny	landscape	1.2
enclose	mute	3.0
foundation	develop	3.6
spouse	ship	2.02
marking	poll	2.4
hotel	kill	0.5
opera	female	1.5
jazz	bedlam	2.5
trading	done	0.9
nonprofessional	grazed	1.0
extort	school	0.5
efferent	brave	0.5
ash	psychology	0.6
man	credit	1.4
place	artifact	2.5
crash	hurl	5.1
child	middle	1.0
asian	agent	0.2
arrangement	longing	1.1
glide	day	2.0
coast	lay	2.95
damask	colors	2.1
enterprise	mention	1.5
subordinate	operation	3.0
player	slave	1.2
air	plasma	3.6
bold	leader	3.45
crab	manufacturer	0.2
intolerable	ammunition	0.6
act	improvement	1.72
stocks	grieve	1.05
hailstone	degree	1.4
betrothal	morning	0.1
up	issue	1.6
week	believe	1.0
liberation	considered	3.26
box	return	0.8
framework	wind	0.7
black	confession	0.0
rank	soap	2.1
secretary	dog	0.1
placental	kick	1.2
abuse	access	0.8
perceive	formation	1.6
circulation	medal	1.5
chondrite	zoo	0.6
march	bat	0.0
vine	space	0.6
clergyman	playing	0.9
parole	gauge	2.45
car	scan	0.0
protest	disabled	1.6
covering	criterion	0.9
zoo	panorama	0.3
formation	perform	1.3
reduce	astronomer	0.1
calorific	settlement	0.4
suspension	desk	1.1
examine	similarity	2.5
school	welsh	2.1
indirect	mosaic	0.5
compel	course	2.6
prepared	broadcast	2.1
ask	quality	2.5
dissemination	stabilize	3.6
train	chondrite	0.1
lawyer	conference	3.3
void	impermanent	2.5
educated	backward	0.7
person	abstain	2.0
word	fishing	0.2
ring	emblem	1.1
automobile	solemnize	1.3
fertility	liquidate	0.7
spouse	breakthrough	0.5
union	anxiety	0.4
education	combination	0.8
majority	report	2.25
dealing	damage	0.4
found	last	1.3
suffer	transmission	0.5
prejudice	president	1.3
insect	frame	0.4
resident	ministry	1.8
likeness	constitute	2.4
mechanism	stabilize	1.4
patterned	professor	0.75
ways	prepare	2.45
demonic	full	1.5
wet	damned	1.65
promise	distinguish	2.45
english	biome	2.0
basketball	integer	1.2
examine	skin	1.3
asylum	gem	1.2
reading	artifact	1.7
music	lowering	0.9
standing	sprint	1.95
difficulty	brandy	0.5
lip	nearness	3.1
blessing	deal	1.0
role	nonexistent	0.7
imperative	aluminum	0.75
vanished	mocha	0.1
sauce	remove	1.4
acronym	living	0.2
exclude	assets	1.0
support	living	2.7
holy	succeeding	1.7
admonition	calmness	4.3
hard	investigation	0.8
lesson	basketball	1.1
resistance	healing	2.3
interest	possess	2.1
male	tongue	2.4
hypertension	call	2.6
clean	gully	0.3
lowering	wall	2.0
ball	situation	2.2
century	position	0.7
flap	credit	0.8
beet	rank	0.7
Maradona	football	5.0
Arafat	peace	3.5
Arafat	terror	2.72
